TYPE	NAME	ID
Weapon	Masamune Blade S TDM	PT_ARM_WP061_003
Weapon	Masamune Blade TDM	PT_ARM_WP061_001
Weapon	Mortal Bobslayer	PT_ARM_WP059_001
Weapon	Mortal Bobslayer	PT_ARM_WP059_005
Weapon	Motor Psycho A TDM	PT_ARM_WP041_0B3
Weapon	Motor Psycho TDM	PT_ARM_WP041_0B1
Weapon	Muramasa Blade	PT_ARM_WP016_002
Weapon	Muramasa Blade S	PT_ARM_WP016_004
Weapon	Muramasa Blade S	PT_ARM_WP016_005
Weapon	Muramasa Blade S TDM	PT_ARM_WP061_004
Weapon	Muramasa Blade S TDM	PT_ARM_WP061_005
Weapon	Muramasa Blade TDM	PT_ARM_WP061_002
Weapon	Murderer’s Hockey Stick	PT_ARM_WP043_002
Weapon	Murderer’s Hockey Stick A	PT_ARM_WP043_004
Weapon	Murderer’s Hockey Stick A	PT_ARM_WP043_005
Weapon	Murderous Rake	PT_ARM_WP012_002
Weapon	Murderous Rake +	PT_ARM_WP012_004
Weapon	Murderous Rake +	PT_ARM_WP012_005
Weapon	Muspelheim	PT_ARM_WP004_0H4
Weapon	Nail Blaster +	PT_ARM_WP032_005
Weapon	Nightmare Claw S	PT_ARM_WP020_004
Weapon	Nightmare Claw S	PT_ARM_WP020_005
Weapon	No Knife 1	PT_ARM_WP002_0N1
Weapon	No Knife 2	PT_ARM_WP002_0N3
Weapon	No Knife 3	PT_ARM_WP002_0N2
Weapon	Nosferatu	PT_ARM_WP002_0H4
Weapon	Ouroboros	PT_ARM_WP024_0H4
Weapon	Pandemic	PT_ARM_WP045_0H4
Weapon	Plasma Welding Gun +	PT_ARM_WP034_005
Weapon	PT_ARM_WP002_0N4	PT_ARM_WP002_0N4
Weapon	PT_ARM_WP002_0Y4	PT_ARM_WP002_0Y4
Weapon	PT_ARM_WP011_0H4	PT_ARM_WP011_0H4
Weapon	PT_ARM_WP017_0A5	PT_ARM_WP017_0A5
Weapon	PT_ARM_WP019_0H4	PT_ARM_WP019_0H4
Weapon	PT_ARM_WP025_0K5	PT_ARM_WP025_0K5
Weapon	PT_ARM_WP026_0H4	PT_ARM_WP026_0H4
Weapon	PT_ARM_WP030_0H4	PT_ARM_WP030_0H4
Weapon	PT_ARM_WP031_0A5	PT_ARM_WP031_0A5
Weapon	PT_ARM_WP031_0H4	PT_ARM_WP031_0H4
Weapon	PT_ARM_WP040_0H4	PT_ARM_WP040_0H4
Weapon	PT_ARM_WP054_0H5	PT_ARM_WP054_0H5
Weapon	PT_ARM_WP055_0H5	PT_ARM_WP055_0H5
Weapon	PT_ARM_WP056_0H5	PT_ARM_WP056_0H5
Weapon	PT_ARM_WP057_0H5	PT_ARM_WP057_0H5
Weapon	PT_ARM_WP058_0H5	PT_ARM_WP058_0H5
Weapon	PT_ARM_WP059_0H1	PT_ARM_WP059_0H1
Weapon	PT_ARM_WP059_0H5	PT_ARM_WP059_0H5
Weapon	Pulse Stun Gun	PT_ARM_WP063_001
Weapon	Pulse Stun Gun E	PT_ARM_WP063_003
Weapon	Pulse Tron Stun Gun	PT_ARM_WP063_002
Weapon	Pulse Tron Stun Gun E	PT_ARM_WP063_004
Weapon	Pulse Tron Stun Gun E	PT_ARM_WP063_005
Weapon	Special Forces Shovel	PT_ARM_WP038_002
Weapon	Special Forces Shovel E	PT_ARM_WP038_004
Weapon	Special Forces Shovel E	PT_ARM_WP038_005
Weapon	Spike Crusher	PT_ARM_WP054_005
Weapon	Spiked Bat A	PT_ARM_WP005_004
Weapon	Spiked Bat A	PT_ARM_WP005_005
Weapon	Spiked Boxing Glove	PT_ARM_WP030_002
Weapon	Spiked Boxing Glove A	PT_ARM_WP030_004
Weapon	Spiked Boxing Glove A	PT_ARM_WP030_005
Weapon	Spirit Lance	PT_ARM_WP013_002
Weapon	Spirit Lance S	PT_ARM_WP013_004
Weapon	Spirit Lance S	PT_ARM_WP013_005
Weapon	Static Massager	PT_ARM_WP055_005
Weapon	Steel Axe S	PT_ARM_WP003_003
Weapon	Stinger Bow	PT_ARM_WP046_002
Weapon	Stinger Bow A	PT_ARM_WP046_004
Weapon	Stinger Bow A	PT_ARM_WP046_005
Weapon	Strike Hammer +	PT_ARM_WP011_004
Weapon	Strike Hammer +	PT_ARM_WP011_005
Weapon	Stun Master	PT_ARM_WP018_002
Weapon	Stun Master E	PT_ARM_WP018_004
Weapon	Stun Master E	PT_ARM_WP018_005
Weapon	Stun Rod E	PT_ARM_WP018_003
Weapon	Tactical Shovel	PT_ARM_WP038_001
Weapon	Tactical Shovel E	PT_ARM_WP038_003
Weapon	Takama-ga-hara	PT_ARM_WP016_0H4
Weapon	Thor’s Wand	PT_ARM_WP047_002
Weapon	Thor’s Wand S	PT_ARM_WP047_004
Weapon	Thor’s Wand S	PT_ARM_WP047_005
Weapon	Thor’s Wand S TDM	PT_ARM_WP047_0A4
Weapon	Thor’s Wand S TDM	PT_ARM_WP047_0A5
Weapon	Thor’s Wand TDM	PT_ARM_WP047_0A2
Weapon	Timber Rebellion	PT_ARM_WP064_001
Weapon	Timber Rebellion +	PT_ARM_WP064_003
Weapon	Timber Riot	PT_ARM_WP064_002
Weapon	Timber Riot +	PT_ARM_WP064_004
Weapon	Timber Riot +	PT_ARM_WP064_005
Weapon	Tornado Shuriken	PT_ARM_WP039_002
Weapon	Tornado Shuriken S	PT_ARM_WP039_004
Weapon	Tornado Shuriken S	PT_ARM_WP039_005
Weapon	Vajra of God	PT_ARM_WP057_0H1
Weapon	Vajra of Light	PT_ARM_WP057_001
Weapon	Vajra of Light	PT_ARM_WP057_005
Weapon	Viral Massager	PT_ARM_WP055_0H1
Weapon	Wand of Conflagration	PT_ARM_WP029_002
Weapon	Wand of Conflagration S	PT_ARM_WP029_004
Weapon	Wand of Conflagration S	PT_ARM_WP029_005
Weapon	Yes Knife 1	PT_ARM_WP002_0Y1
Weapon	Yes Knife 2	PT_ARM_WP002_0Y3
Weapon	Yes Knife 3	PT_ARM_WP002_0Y2
Weapon	Yo-Yo Blade	PT_ARM_WP033_002
Weapon	Yo-Yo Blade A	PT_ARM_WP033_004
Weapon	Yo-Yo Blade A	PT_ARM_WP033_005
Weapon	Zombie Chopper	PT_ARM_WP042_002
Weapon	Zombie Chopper +	PT_ARM_WP042_004
Weapon	Zombie Chopper +	PT_ARM_WP042_005
